# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-10-03 14:57:05 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02105769 CAPE FEAR R AT LOCK #1 NR KELLY, NC
# -----------------------------------------------------------------------------------
#
# Data provided for site 02105769
#            TS   parameter     Description
#         89688       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	89688_00060	89688_00060_cd
USGS	02105769	2018-09-29 19:45	EDT	16000	P
USGS	02105769	2018-09-29 20:00	EDT	15900	P
USGS	02105769	2018-09-29 20:15	EDT	15900	P
USGS	02105769	2018-09-29 20:30	EDT	15900	P
USGS	02105769	2018-09-29 20:45	EDT	16000	P
USGS	02105769	2018-09-29 21:00	EDT	16000	P
USGS	02105769	2018-09-29 21:15	EDT	16000	P
USGS	02105769	2018-09-29 21:30	EDT	16000	P
USGS	02105769	2018-09-29 21:45	EDT	16000	P
USGS	02105769	2018-09-29 22:00	EDT	16000	P
USGS	02105769	2018-09-29 22:15	EDT	16000	P
USGS	02105769	2018-09-29 22:30	EDT	16000	P
USGS	02105769	2018-09-29 22:45	EDT	16000	P
USGS	02105769	2018-09-29 23:00	EDT	16000	P
USGS	02105769	2018-09-29 23:15	EDT	16000	P
USGS	02105769	2018-09-29 23:30	EDT	16000	P
USGS	02105769	2018-09-29 23:45	EDT	16000	P
USGS	02105769	2018-09-30 00:00	EDT	16000	P
USGS	02105769	2018-09-30 00:15	EDT	16000	P
USGS	02105769	2018-09-30 00:30	EDT	16000	P
USGS	02105769	2018-09-30 00:45	EDT	16000	P
USGS	02105769	2018-09-30 01:00	EDT	16000	P
USGS	02105769	2018-09-30 01:15	EDT	16000	P
USGS	02105769	2018-09-30 01:30	EDT	16100	P
USGS	02105769	2018-09-30 01:45	EDT	16000	P
USGS	02105769	2018-09-30 02:00	EDT	16000	P
USGS	02105769	2018-09-30 02:15	EDT	16000	P
USGS	02105769	2018-09-30 02:30	EDT	16100	P
USGS	02105769	2018-09-30 02:45	EDT	16000	P
USGS	02105769	2018-09-30 03:00	EDT	16100	P
USGS	02105769	2018-09-30 03:15	EDT	16100	P
USGS	02105769	2018-09-30 03:30	EDT	16000	P
USGS	02105769	2018-09-30 03:45	EDT	16100	P
USGS	02105769	2018-09-30 04:00	EDT	16100	P
USGS	02105769	2018-09-30 04:15	EDT	16100	P
USGS	02105769	2018-09-30 04:30	EDT	16100	P
USGS	02105769	2018-09-30 04:45	EDT	16100	P
USGS	02105769	2018-09-30 05:00	EDT	16100	P
USGS	02105769	2018-09-30 05:15	EDT	16100	P
USGS	02105769	2018-09-30 05:30	EDT	16000	P
USGS	02105769	2018-09-30 05:45	EDT	16100	P
USGS	02105769	2018-09-30 06:00	EDT	16100	P
USGS	02105769	2018-09-30 06:15	EDT	16100	P
USGS	02105769	2018-09-30 06:30	EDT	16100	P
USGS	02105769	2018-09-30 06:45	EDT	16100	P
USGS	02105769	2018-09-30 07:00	EDT	16200	P
USGS	02105769	2018-09-30 07:15	EDT	16100	P
USGS	02105769	2018-09-30 07:30	EDT	16200	P
USGS	02105769	2018-09-30 07:45	EDT	16200	P
USGS	02105769	2018-09-30 08:00	EDT	16100	P
USGS	02105769	2018-09-30 08:15	EDT	16200	P
USGS	02105769	2018-09-30 08:30	EDT	16200	P
USGS	02105769	2018-09-30 08:45	EDT	16200	P
USGS	02105769	2018-09-30 09:00	EDT	16100	P
USGS	02105769	2018-09-30 09:15	EDT	16200	P
USGS	02105769	2018-09-30 09:30	EDT	16100	P
USGS	02105769	2018-09-30 09:45	EDT	16100	P
USGS	02105769	2018-09-30 10:00	EDT	16200	P
USGS	02105769	2018-09-30 10:15	EDT	16200	P
USGS	02105769	2018-09-30 10:30	EDT	16200	P
USGS	02105769	2018-09-30 10:45	EDT	16200	P
USGS	02105769	2018-09-30 11:00	EDT	16200	P
USGS	02105769	2018-09-30 11:15	EDT	16200	P
USGS	02105769	2018-09-30 11:30	EDT	16200	P
USGS	02105769	2018-09-30 11:45	EDT	16200	P
USGS	02105769	2018-09-30 12:00	EDT	16200	P
USGS	02105769	2018-09-30 12:15	EDT	16200	P
USGS	02105769	2018-09-30 12:30	EDT	16200	P
USGS	02105769	2018-09-30 12:45	EDT	16200	P
USGS	02105769	2018-09-30 13:00	EDT	16200	P
USGS	02105769	2018-09-30 13:15	EDT	16200	P
USGS	02105769	2018-09-30 13:30	EDT	16200	P
USGS	02105769	2018-09-30 13:45	EDT	16200	P
USGS	02105769	2018-09-30 14:00	EDT	16200	P
USGS	02105769	2018-09-30 14:15	EDT	16200	P
USGS	02105769	2018-09-30 14:30	EDT	16200	P
USGS	02105769	2018-09-30 14:45	EDT	16300	P
USGS	02105769	2018-09-30 15:00	EDT	16300	P
USGS	02105769	2018-09-30 15:15	EDT	16300	P
USGS	02105769	2018-09-30 15:30	EDT	16300	P
USGS	02105769	2018-09-30 15:45	EDT	16200	P
USGS	02105769	2018-09-30 16:00	EDT	16300	P
USGS	02105769	2018-09-30 16:15	EDT	16300	P
USGS	02105769	2018-09-30 16:30	EDT	16300	P
USGS	02105769	2018-09-30 16:45	EDT	16300	P
USGS	02105769	2018-09-30 17:00	EDT	16300	P
USGS	02105769	2018-09-30 17:15	EDT	16400	P
USGS	02105769	2018-09-30 17:30	EDT	16300	P
USGS	02105769	2018-09-30 17:45	EDT	16300	P
USGS	02105769	2018-09-30 18:00	EDT	16400	P
USGS	02105769	2018-09-30 18:15	EDT	16300	P
USGS	02105769	2018-09-30 18:30	EDT	16300	P
USGS	02105769	2018-09-30 18:45	EDT	16300	P
USGS	02105769	2018-09-30 19:00	EDT	16300	P
USGS	02105769	2018-09-30 19:15	EDT	16300	P
USGS	02105769	2018-09-30 19:30	EDT	16400	P
USGS	02105769	2018-09-30 19:45	EDT	16400	P
USGS	02105769	2018-09-30 20:00	EDT	16400	P
USGS	02105769	2018-09-30 20:15	EDT	16400	P
USGS	02105769	2018-09-30 20:30	EDT	16400	P
USGS	02105769	2018-09-30 20:45	EDT	16400	P
USGS	02105769	2018-09-30 21:00	EDT	16400	P
USGS	02105769	2018-09-30 21:15	EDT	16400	P
USGS	02105769	2018-09-30 21:30	EDT	16400	P
USGS	02105769	2018-09-30 21:45	EDT	16400	P
USGS	02105769	2018-09-30 22:00	EDT	16400	P
USGS	02105769	2018-09-30 22:15	EDT	16400	P
USGS	02105769	2018-09-30 22:30	EDT	16400	P
USGS	02105769	2018-09-30 22:45	EDT	16300	P
USGS	02105769	2018-09-30 23:00	EDT	16400	P
USGS	02105769	2018-09-30 23:15	EDT	16400	P
USGS	02105769	2018-09-30 23:30	EDT	16400	P
USGS	02105769	2018-09-30 23:45	EDT	16400	P
USGS	02105769	2018-10-01 00:00	EDT	16400	P
USGS	02105769	2018-10-01 00:15	EDT	16400	P
USGS	02105769	2018-10-01 00:30	EDT	16400	P
USGS	02105769	2018-10-01 00:45	EDT	16400	P
USGS	02105769	2018-10-01 01:00	EDT	16400	P
USGS	02105769	2018-10-01 01:15	EDT	16400	P
USGS	02105769	2018-10-01 01:30	EDT	16400	P
USGS	02105769	2018-10-01 01:45	EDT	16400	P
USGS	02105769	2018-10-01 02:00	EDT	16400	P
USGS	02105769	2018-10-01 02:15	EDT	16400	P
USGS	02105769	2018-10-01 02:30	EDT	16400	P
USGS	02105769	2018-10-01 02:45	EDT	16400	P
USGS	02105769	2018-10-01 03:00	EDT	16400	P
USGS	02105769	2018-10-01 03:15	EDT	16400	P
USGS	02105769	2018-10-01 03:30	EDT	16400	P
USGS	02105769	2018-10-01 03:45	EDT	16400	P
USGS	02105769	2018-10-01 04:00	EDT	16400	P
USGS	02105769	2018-10-01 04:15	EDT	16400	P
USGS	02105769	2018-10-01 04:30	EDT	16400	P
USGS	02105769	2018-10-01 04:45	EDT	16400	P
USGS	02105769	2018-10-01 05:00	EDT	16400	P
USGS	02105769	2018-10-01 05:15	EDT	16400	P
USGS	02105769	2018-10-01 05:30	EDT	16400	P
USGS	02105769	2018-10-01 05:45	EDT	16400	P
USGS	02105769	2018-10-01 06:00	EDT	16400	P
USGS	02105769	2018-10-01 06:15	EDT	16400	P
USGS	02105769	2018-10-01 06:30	EDT	16400	P
USGS	02105769	2018-10-01 06:45	EDT	16400	P
USGS	02105769	2018-10-01 07:00	EDT	16400	P
USGS	02105769	2018-10-01 07:15	EDT	16400	P
USGS	02105769	2018-10-01 07:30	EDT	16400	P
USGS	02105769	2018-10-01 07:45	EDT	16400	P
USGS	02105769	2018-10-01 08:00	EDT	16400	P
USGS	02105769	2018-10-01 08:15	EDT	16400	P
USGS	02105769	2018-10-01 08:30	EDT	16400	P
USGS	02105769	2018-10-01 08:45	EDT	16400	P
USGS	02105769	2018-10-01 09:00	EDT	16400	P
USGS	02105769	2018-10-01 09:15	EDT	16400	P
USGS	02105769	2018-10-01 09:30	EDT	16400	P
USGS	02105769	2018-10-01 09:45	EDT	16400	P
USGS	02105769	2018-10-01 10:00	EDT	16400	P
USGS	02105769	2018-10-01 10:15	EDT	16400	P
USGS	02105769	2018-10-01 10:30	EDT	16400	P
USGS	02105769	2018-10-01 10:45	EDT	16400	P
USGS	02105769	2018-10-01 11:00	EDT	16400	P
USGS	02105769	2018-10-01 11:15	EDT	16400	P
USGS	02105769	2018-10-01 11:30	EDT	16400	P
USGS	02105769	2018-10-01 11:45	EDT	16400	P
USGS	02105769	2018-10-01 12:00	EDT	16400	P
USGS	02105769	2018-10-01 12:15	EDT	16400	P
USGS	02105769	2018-10-01 12:30	EDT	16400	P
USGS	02105769	2018-10-01 12:45	EDT	16400	P
USGS	02105769	2018-10-01 13:00	EDT	16400	P
USGS	02105769	2018-10-01 13:15	EDT	16400	P
USGS	02105769	2018-10-01 13:30	EDT	16400	P
USGS	02105769	2018-10-01 13:45	EDT	16400	P
USGS	02105769	2018-10-01 14:00	EDT	16400	P
USGS	02105769	2018-10-01 14:15	EDT	16500	P
USGS	02105769	2018-10-01 14:30	EDT	16400	P
USGS	02105769	2018-10-01 14:45	EDT	16400	P
USGS	02105769	2018-10-01 15:00	EDT	16400	P
USGS	02105769	2018-10-01 15:15	EDT	16400	P
USGS	02105769	2018-10-01 15:30	EDT	16400	P
USGS	02105769	2018-10-01 15:45	EDT	16400	P
USGS	02105769	2018-10-01 16:00	EDT	16400	P
USGS	02105769	2018-10-01 16:15	EDT	16400	P
USGS	02105769	2018-10-01 16:30	EDT	16400	P
USGS	02105769	2018-10-01 16:45	EDT	16400	P
USGS	02105769	2018-10-01 17:00	EDT	16400	P
USGS	02105769	2018-10-01 17:15	EDT	16400	P
USGS	02105769	2018-10-01 17:30	EDT	16400	P
USGS	02105769	2018-10-01 17:45	EDT	16400	P
USGS	02105769	2018-10-01 18:00	EDT	16400	P
USGS	02105769	2018-10-01 18:15	EDT	16400	P
USGS	02105769	2018-10-01 18:30	EDT	16300	P
USGS	02105769	2018-10-01 18:45	EDT	16300	P
USGS	02105769	2018-10-01 19:00	EDT	16300	P
USGS	02105769	2018-10-01 19:15	EDT	16400	P
USGS	02105769	2018-10-01 19:30	EDT	16400	P
USGS	02105769	2018-10-01 19:45	EDT	16400	P
USGS	02105769	2018-10-01 20:00	EDT	16300	P
USGS	02105769	2018-10-01 20:15	EDT	16300	P
USGS	02105769	2018-10-01 20:30	EDT	16300	P
USGS	02105769	2018-10-01 20:45	EDT	16300	P
USGS	02105769	2018-10-01 21:00	EDT	16400	P
USGS	02105769	2018-10-01 21:15	EDT	16300	P
USGS	02105769	2018-10-01 21:30	EDT	16300	P
USGS	02105769	2018-10-01 21:45	EDT	16300	P
USGS	02105769	2018-10-01 22:00	EDT	16300	P
USGS	02105769	2018-10-01 22:15	EDT	16300	P
USGS	02105769	2018-10-01 22:30	EDT	16300	P
USGS	02105769	2018-10-01 22:45	EDT	16300	P
USGS	02105769	2018-10-01 23:00	EDT	16300	P
USGS	02105769	2018-10-01 23:15	EDT	16200	P
USGS	02105769	2018-10-01 23:30	EDT	16300	P
USGS	02105769	2018-10-01 23:45	EDT	16300	P
