# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-10-03 14:55:04 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02091814 NEUSE RIVER NEAR FORT BARNWELL, NC
# -----------------------------------------------------------------------------------
#
# Data provided for site 02091814
#            TS   parameter     Description
#         89299       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	89299_00060	89299_00060_cd
USGS	02091814	2018-09-29 20:00	EDT	5130	P
USGS	02091814	2018-09-29 20:15	EDT	5160	P
USGS	02091814	2018-09-29 20:30	EDT	5070	P
USGS	02091814	2018-09-29 20:45	EDT	5100	P
USGS	02091814	2018-09-29 21:00	EDT	5100	P
USGS	02091814	2018-09-29 21:15	EDT	5090	P
USGS	02091814	2018-09-29 21:30	EDT	5210	P
USGS	02091814	2018-09-29 21:45	EDT	4910	P
USGS	02091814	2018-09-29 22:00	EDT	5110	P
USGS	02091814	2018-09-29 22:15	EDT	5020	P
USGS	02091814	2018-09-29 22:30	EDT	4980	P
USGS	02091814	2018-09-29 22:45	EDT	4880	P
USGS	02091814	2018-09-29 23:00	EDT	5000	P
USGS	02091814	2018-09-29 23:15	EDT	4910	P
USGS	02091814	2018-09-29 23:30	EDT	4910	P
USGS	02091814	2018-09-29 23:45	EDT	4980	P
USGS	02091814	2018-09-30 00:00	EDT	4890	P
USGS	02091814	2018-09-30 00:15	EDT	4890	P
USGS	02091814	2018-09-30 00:30	EDT	4880	P
USGS	02091814	2018-09-30 00:45	EDT	4830	P
USGS	02091814	2018-09-30 01:00	EDT	4740	P
USGS	02091814	2018-09-30 01:15	EDT	4740	P
USGS	02091814	2018-09-30 01:30	EDT	4690	P
USGS	02091814	2018-09-30 01:45	EDT	4640	P
USGS	02091814	2018-09-30 02:00	EDT	4760	P
USGS	02091814	2018-09-30 02:15	EDT	4790	P
USGS	02091814	2018-09-30 02:30	EDT	4700	P
USGS	02091814	2018-09-30 02:45	EDT	4580	P
USGS	02091814	2018-09-30 03:00	EDT	4570	P
USGS	02091814	2018-09-30 03:15	EDT	4600	P
USGS	02091814	2018-09-30 03:30	EDT	4600	P
USGS	02091814	2018-09-30 03:45	EDT	4550	P
USGS	02091814	2018-09-30 04:00	EDT	4540	P
USGS	02091814	2018-09-30 04:15	EDT	4460	P
USGS	02091814	2018-09-30 04:30	EDT	4570	P
USGS	02091814	2018-09-30 04:45	EDT	4520	P
USGS	02091814	2018-09-30 05:00	EDT	4560	P
USGS	02091814	2018-09-30 05:15	EDT	4510	P
USGS	02091814	2018-09-30 05:30	EDT	4670	P
USGS	02091814	2018-09-30 05:45	EDT	4460	P
USGS	02091814	2018-09-30 06:00	EDT	4380	P
USGS	02091814	2018-09-30 06:15	EDT	4530	P
USGS	02091814	2018-09-30 06:30	EDT	4400	P
USGS	02091814	2018-09-30 06:45	EDT	4470	P
USGS	02091814	2018-09-30 07:00	EDT	4390	P
USGS	02091814	2018-09-30 07:15	EDT	4420	P
USGS	02091814	2018-09-30 07:30	EDT	4530	P
USGS	02091814	2018-09-30 07:45	EDT	4530	P
USGS	02091814	2018-09-30 08:00	EDT	4400	P
USGS	02091814	2018-09-30 08:15	EDT	4480	P
USGS	02091814	2018-09-30 08:30	EDT	4390	P
USGS	02091814	2018-09-30 08:45	EDT	4420	P
USGS	02091814	2018-09-30 09:00	EDT	4380	P
USGS	02091814	2018-09-30 09:15	EDT	4410	P
USGS	02091814	2018-09-30 09:30	EDT	4290	P
USGS	02091814	2018-09-30 09:45	EDT	4320	P
USGS	02091814	2018-09-30 10:00	EDT	4270	P
USGS	02091814	2018-09-30 10:15	EDT	4350	P
USGS	02091814	2018-09-30 10:30	EDT	4450	P
USGS	02091814	2018-09-30 10:45	EDT	4220	P
USGS	02091814	2018-09-30 11:00	EDT	4330	P
USGS	02091814	2018-09-30 11:15	EDT	4210	P
USGS	02091814	2018-09-30 11:30	EDT	4200	P
USGS	02091814	2018-09-30 11:45	EDT	4160	P
USGS	02091814	2018-09-30 12:00	EDT	4230	P
USGS	02091814	2018-09-30 12:15	EDT	4180	P
USGS	02091814	2018-09-30 12:30	EDT	4210	P
USGS	02091814	2018-09-30 12:45	EDT	3980	P
USGS	02091814	2018-09-30 13:00	EDT	4090	P
USGS	02091814	2018-09-30 13:15	EDT	4070	P
USGS	02091814	2018-09-30 13:30	EDT	4070	P
USGS	02091814	2018-09-30 13:45	EDT	4180	P
USGS	02091814	2018-09-30 14:00	EDT	4060	P
USGS	02091814	2018-09-30 14:15	EDT	4170	P
USGS	02091814	2018-09-30 14:30	EDT	4060	P
USGS	02091814	2018-09-30 14:45	EDT	4010	P
USGS	02091814	2018-09-30 15:00	EDT	4040	P
USGS	02091814	2018-09-30 15:15	EDT	4000	P
USGS	02091814	2018-09-30 15:30	EDT	4060	P
USGS	02091814	2018-09-30 15:45	EDT	4020	P
USGS	02091814	2018-09-30 16:00	EDT	3970	P
USGS	02091814	2018-09-30 16:15	EDT	3860	P
USGS	02091814	2018-09-30 16:30	EDT	4080	P
USGS	02091814	2018-09-30 16:45	EDT	4110	P
USGS	02091814	2018-09-30 17:00	EDT	4030	P
USGS	02091814	2018-09-30 17:15	EDT	4060	P
USGS	02091814	2018-09-30 17:30	EDT	4090	P
USGS	02091814	2018-09-30 17:45	EDT	4120	P
USGS	02091814	2018-09-30 18:00	EDT	4190	P
USGS	02091814	2018-09-30 18:15	EDT	4110	P
USGS	02091814	2018-09-30 18:30	EDT	4070	P
USGS	02091814	2018-09-30 18:45	EDT	3990	P
USGS	02091814	2018-09-30 19:00	EDT	4100	P
USGS	02091814	2018-09-30 19:15	EDT	4120	P
USGS	02091814	2018-09-30 19:30	EDT	4050	P
USGS	02091814	2018-09-30 19:45	EDT	4040	P
USGS	02091814	2018-09-30 20:00	EDT	3960	P
USGS	02091814	2018-09-30 20:15	EDT	3990	P
USGS	02091814	2018-09-30 20:30	EDT	4020	P
USGS	02091814	2018-09-30 20:45	EDT	4050	P
USGS	02091814	2018-09-30 21:00	EDT	3980	P
USGS	02091814	2018-09-30 21:15	EDT	3970	P
USGS	02091814	2018-09-30 21:30	EDT	3930	P
USGS	02091814	2018-09-30 21:45	EDT	3920	P
USGS	02091814	2018-09-30 22:00	EDT	3880	P
USGS	02091814	2018-09-30 22:15	EDT	3910	P
USGS	02091814	2018-09-30 22:30	EDT	4010	P
USGS	02091814	2018-09-30 22:45	EDT	3940	P
USGS	02091814	2018-09-30 23:00	EDT	3890	P
USGS	02091814	2018-09-30 23:15	EDT	3930	P
USGS	02091814	2018-09-30 23:30	EDT	3920	P
USGS	02091814	2018-09-30 23:45	EDT	4090	P
USGS	02091814	2018-10-01 00:00	EDT	3980	P
USGS	02091814	2018-10-01 00:15	EDT	4010	P
USGS	02091814	2018-10-01 00:30	EDT	3940	P
USGS	02091814	2018-10-01 00:45	EDT	3960	P
USGS	02091814	2018-10-01 01:00	EDT	3960	P
USGS	02091814	2018-10-01 01:15	EDT	4020	P
USGS	02091814	2018-10-01 01:30	EDT	3980	P
USGS	02091814	2018-10-01 01:45	EDT	3870	P
USGS	02091814	2018-10-01 02:00	EDT	3760	P
USGS	02091814	2018-10-01 02:15	EDT	3930	P
USGS	02091814	2018-10-01 02:30	EDT	3750	P
USGS	02091814	2018-10-01 02:45	EDT	3810	P
USGS	02091814	2018-10-01 03:00	EDT	3950	P
USGS	02091814	2018-10-01 03:15	EDT	3590	P
USGS	02091814	2018-10-01 03:30	EDT	3970	P
USGS	02091814	2018-10-01 03:45	EDT	3820	P
USGS	02091814	2018-10-01 04:00	EDT	3890	P
USGS	02091814	2018-10-01 04:15	EDT	3740	P
USGS	02091814	2018-10-01 04:30	EDT	3910	P
USGS	02091814	2018-10-01 04:45	EDT	3840	P
USGS	02091814	2018-10-01 05:00	EDT	3900	P
USGS	02091814	2018-10-01 05:15	EDT	3830	P
USGS	02091814	2018-10-01 05:30	EDT	3860	P
USGS	02091814	2018-10-01 05:45	EDT	3750	P
USGS	02091814	2018-10-01 06:00	EDT	3680	P
USGS	02091814	2018-10-01 06:15	EDT	3740	P
USGS	02091814	2018-10-01 06:30	EDT	3730	P
USGS	02091814	2018-10-01 06:45	EDT	3760	P
USGS	02091814	2018-10-01 07:00	EDT	3830	P
USGS	02091814	2018-10-01 07:15	EDT	3820	P
USGS	02091814	2018-10-01 07:30	EDT	3650	P
USGS	02091814	2018-10-01 07:45	EDT	3770	P
USGS	02091814	2018-10-01 08:00	EDT	3670	P
USGS	02091814	2018-10-01 08:15	EDT	3770	P
USGS	02091814	2018-10-01 08:30	EDT	3800	P
USGS	02091814	2018-10-01 08:45	EDT	3790	P
USGS	02091814	2018-10-01 09:00	EDT	3750	P
USGS	02091814	2018-10-01 09:15	EDT	3750	P
USGS	02091814	2018-10-01 09:30	EDT	3710	P
USGS	02091814	2018-10-01 09:45	EDT	3700	P
USGS	02091814	2018-10-01 10:00	EDT	3730	P
USGS	02091814	2018-10-01 10:15	EDT	3720	P
USGS	02091814	2018-10-01 10:30	EDT	3620	P
USGS	02091814	2018-10-01 10:45	EDT	3780	P
USGS	02091814	2018-10-01 11:00	EDT	3640	P
USGS	02091814	2018-10-01 11:15	EDT	3640	P
USGS	02091814	2018-10-01 11:30	EDT	3770	P
USGS	02091814	2018-10-01 11:45	EDT	3760	P
USGS	02091814	2018-10-01 12:00	EDT	3720	P
USGS	02091814	2018-10-01 12:15	EDT	3680	P
USGS	02091814	2018-10-01 12:30	EDT	3670	P
USGS	02091814	2018-10-01 12:45	EDT	3710	P
USGS	02091814	2018-10-01 13:00	EDT	3730	P
USGS	02091814	2018-10-01 13:15	EDT	3660	P
USGS	02091814	2018-10-01 13:30	EDT	3690	P
USGS	02091814	2018-10-01 13:45	EDT	3590	P
USGS	02091814	2018-10-01 14:00	EDT	3680	P
USGS	02091814	2018-10-01 14:15	EDT	3640	P
USGS	02091814	2018-10-01 14:30	EDT	3700	P
USGS	02091814	2018-10-01 14:45	EDT	3670	P
USGS	02091814	2018-10-01 15:00	EDT	3700	P
USGS	02091814	2018-10-01 15:15	EDT	3620	P
USGS	02091814	2018-10-01 15:30	EDT	3580	P
USGS	02091814	2018-10-01 15:45	EDT	3540	P
USGS	02091814	2018-10-01 16:00	EDT	3520	P
USGS	02091814	2018-10-01 16:15	EDT	3510	P
USGS	02091814	2018-10-01 16:30	EDT	3570	P
USGS	02091814	2018-10-01 16:45	EDT	3490	P
USGS	02091814	2018-10-01 17:00	EDT	3560	P
USGS	02091814	2018-10-01 17:15	EDT	3460	P
USGS	02091814	2018-10-01 17:30	EDT	3550	P
USGS	02091814	2018-10-01 17:45	EDT	3380	P
USGS	02091814	2018-10-01 18:00	EDT	3380	P
USGS	02091814	2018-10-01 18:15	EDT	3530	P
USGS	02091814	2018-10-01 18:30	EDT	3530	P
USGS	02091814	2018-10-01 18:45	EDT	3430	P
USGS	02091814	2018-10-01 19:00	EDT	3590	P
USGS	02091814	2018-10-01 19:15	EDT	3550	P
USGS	02091814	2018-10-01 19:30	EDT	3450	P
USGS	02091814	2018-10-01 19:45	EDT	3470	P
USGS	02091814	2018-10-01 20:00	EDT	3440	P
USGS	02091814	2018-10-01 20:15	EDT	3630	P
USGS	02091814	2018-10-01 20:30	EDT	3470	P
USGS	02091814	2018-10-01 20:45	EDT	3420	P
USGS	02091814	2018-10-01 21:00	EDT	3480	P
USGS	02091814	2018-10-01 21:15	EDT	3450	P
USGS	02091814	2018-10-01 21:30	EDT	3510	P
USGS	02091814	2018-10-01 21:45	EDT	3380	P
USGS	02091814	2018-10-01 22:00	EDT	3500	P
USGS	02091814	2018-10-01 22:15	EDT	3180	P
USGS	02091814	2018-10-01 22:30	EDT	3530	P
USGS	02091814	2018-10-01 22:45	EDT	3390	P
USGS	02091814	2018-10-01 23:00	EDT	3360	P
USGS	02091814	2018-10-01 23:15	EDT	3420	P
USGS	02091814	2018-10-01 23:30	EDT	3480	P
USGS	02091814	2018-10-01 23:45	EDT	3500	P
